,p0q0
13555,-6
13556,-10
13557,4
13558,-5
13559,10
13560,6
13561,-7
13562,3
13563,0
13564,8
13565,6
13566,5
13567,-1
13568,6
13569,10
13570,5
13571,0
13572,5
13573,10
13574,-4
13575,8
13576,-9
13577,5
13578,-4
13579,4
13580,5
13581,-2
13582,-6
13583,-10
13584,-8
13585,9
13586,-9
13587,-8
13588,-9
13589,3
13590,0
13591,-10
13592,2
13593,8
13594,6
13595,6
13596,8
13597,2
13598,5
13599,-5
13600,8
13601,8
13602,4
13603,10
13604,8
13605,10
13606,-4
13607,-2
13608,6
13609,8
13610,-3
13611,-9
13612,1
13613,3
13614,6
13615,1
13616,5
13617,-10
13618,10
13619,5
13620,8
13621,-2
13622,7
13623,3
13624,-6
13625,-7
13626,9
13627,-3
13628,7
13629,-2
13630,8
13631,0
13632,4
13633,8
13634,-5
13635,-10
13636,2
13637,8
13638,5
13639,1
13640,-1
13641,-5
13642,-5
13643,3
13644,-8
13645,-4
13646,-4
13647,-3
13648,-3
13649,-5
13650,8
13651,7
13652,6
13653,5
13654,-9
13655,-4
13656,4
13657,8
13658,-1
13659,-1
13660,1
13661,-9
13662,5
13663,1
13664,-3
13665,-7
13666,8
13667,-3
13668,0
13669,-9
13670,-9
13671,-1
13672,-8
13673,-3
13674,-6
13675,2
13676,-9
13677,10
13678,-3
13679,1
13680,-2
13681,6
13682,-6
13683,6
13684,2
13685,-6
13686,-4
13687,4
13688,6
13689,8
13690,-9
13691,-3
13692,-7
13693,-9
13694,-10
13695,-8
13696,5
13697,-7
13698,-7
13699,-6
13700,-9
13701,-6
13702,0
13703,-6
13704,-1
13705,9
13706,1
13707,-5
13708,2
13709,0
13710,-8
13711,2
13712,10
13713,4
13714,-4
13715,-9
13716,2
13717,3
13718,-6
13719,9
13720,9
13721,7
13722,-4
13723,-9
13724,3
13725,-8
13726,-6
13727,-4
13728,-8
13729,-4
13730,-9
13731,-4
13732,-7
13733,-8
13734,7
13735,-4
13736,-4
13737,-3
13738,-8
13739,10
13740,-6
13741,3
13742,-1
13743,0
13744,6
13745,-9
13746,-7
13747,-3
13748,3
13749,-7
13750,-3
13751,9
13752,-5
13753,-9
13754,7
13755,8
13756,3
13757,8
13758,4
13759,-5
13760,-8
13761,8
13762,10
13763,-10
13764,1
13765,1
13766,-7
13767,0
13768,-6
13769,1
13770,-2
13771,-7
13772,9
13773,3
13774,-9
13775,8
13776,-10
13777,8
13778,-8
13779,-7
13780,-3
13781,3
13782,-9
13783,-10
13784,10
13785,-8
13786,5
13787,10
13788,-8
13789,-8
13790,-7
13791,7
13792,-7
13793,3
13794,-2
13795,-7
13796,2
13797,-3
13798,8
13799,-6
13800,-8
13801,-6
13802,8
13803,-2
13804,9
13805,4
13806,-1
13807,-6
13808,-8
13809,4
13810,-9
13811,2
13812,7
13813,0
13814,2
13815,10
13816,-4
13817,1
13818,2
13819,0
13820,10
13821,-3
13822,0
13823,7
13824,6
13825,0
13826,5
13827,3
13828,-9
13829,-2
13830,10
13831,8
13832,10
13833,-10
13834,8
13835,-7
13836,7
13837,-5
13838,9
13839,9
13840,4
13841,9
13842,-7
13843,8
13844,1
13845,5
13846,-7
13847,9
13848,-2
13849,4
13850,2
13851,-7
13852,5
13853,2
13854,-10
13855,6
13856,-9
13857,6
13858,-7
13859,1
13860,8
13861,-6
13862,2
13863,-7
13864,0
13865,1
13866,-9
13867,4
13868,6
13869,4
13870,7
13871,3
13872,10
13873,-2
13874,-5
13875,-10
13876,-5
13877,6
13878,7
13879,-8
13880,-6
13881,-4
13882,-1
13883,6
13884,-10
13885,-10
13886,1
13887,9
13888,0
13889,4
13890,-2
13891,-10
13892,7
13893,-3
13894,-1
13895,-10
13896,2
13897,-8
13898,0
13899,-3
13900,-1
13901,-9
13902,8
13903,-9
13904,-8
13905,-6
13906,8
13907,8
13908,-2
13909,-2
13910,0
13911,-4
13912,3
13913,-7
13914,4
13915,2
13916,8
13917,-1
13918,8
13919,4
13920,0
13921,4
13922,-7
13923,-1
13924,-7
13925,-4
13926,4
13927,-3
13928,6
13929,2
13930,8
13931,-5
13932,3
13933,-9
13934,1
13935,2
13936,6
13937,5
13938,1
13939,8
13940,1
13941,6
13942,7
13943,9
13944,-7
13945,-1
13946,-6
13947,7
13948,2
13949,-2
13950,2
13951,-9
13952,-3
13953,3
13954,10
13955,9
13956,-3
13957,0
13958,-5
13959,-10
13960,8
13961,-10
13962,-7
13963,4
13964,9
13965,5
13966,-4
13967,8
13968,-2
13969,-2
13970,-8
13971,8
13972,10
13973,2
13974,6
13975,-5
13976,8
13977,-8
13978,-10
13979,-10
13980,2
13981,3
13982,6
13983,6
13984,-6
13985,-8
13986,9
13987,-2
13988,-5
13989,9
13990,3
13991,-8
13992,-6
13993,7
13994,-6
13995,4
13996,3
13997,-8
13998,-1
13999,-9
14000,10
14001,-1
14002,0
14003,7
14004,-5
14005,3
14006,1
14007,-7
14008,-7
14009,-2
14010,2
14011,-7
14012,-7
14013,-9
14014,2
14015,2
14016,6
14017,-8
14018,-2
14019,8
14020,-5
14021,-5
14022,-8
14023,-8
14024,0
14025,5
14026,-9
14027,-9
14028,-9
14029,-2
14030,4
14031,-6
14032,0
14033,9
14034,1
14035,-9
14036,7
14037,0
14038,1
14039,-10
14040,2
14041,7
14042,0
14043,2
14044,-9
14045,-8
14046,3
14047,9
14048,-9
14049,9
14050,9
14051,3
14052,-7
14053,10
14054,-1
14055,5
14056,6
14057,-5
14058,-10
14059,-7
14060,2
14061,-4
14062,8
14063,-4
14064,4
14065,-1
14066,-8
14067,-5
14068,9
14069,7
14070,-6
14071,-7
14072,-6
14073,-9
14074,4
14075,-7
14076,4
14077,-6
14078,9
14079,9
14080,-3
14081,4
14082,-7
14083,1
14084,0
14085,-3
14086,-8
14087,0
14088,-3
14089,-10
14090,4
14091,-8
14092,8
14093,3
14094,-1
14095,7
14096,9
14097,6
14098,-8
14099,7
14100,5
14101,-2
14102,-7
14103,9
14104,1
14105,3
14106,2
14107,-2
14108,7
14109,-2
14110,-9
14111,-3
14112,-8
14113,1
14114,-5
14115,3
14116,-7
14117,-4
14118,10
14119,3
14120,1
14121,5
14122,-5
14123,-3
14124,5
14125,5
14126,-9
14127,-2
14128,1
14129,-9
14130,7
14131,5
14132,2
14133,5
14134,10
14135,10
14136,9
14137,4
14138,7
14139,-7
14140,-7
14141,-10
14142,-2
14143,-4
14144,-5
14145,8
14146,-9
14147,8
14148,-8
14149,8
14150,3
14151,8
14152,-1
14153,9
14154,1
14155,-7
14156,-7
14157,-6
14158,5
14159,-9
14160,-10
14161,2
14162,-9
14163,-7
14164,5
14165,-4
14166,1
14167,-6
14168,-2
14169,-1
14170,10
14171,7
14172,2
14173,-4
14174,-1
14175,-7
14176,-7
14177,7
14178,3
14179,9
14180,-5
14181,-1
14182,9
14183,6
14184,8
14185,-9
14186,5
14187,3
14188,-9
14189,5
14190,-2
14191,6
14192,3
14193,1
14194,6
14195,-7
14196,-5
14197,-5
14198,6
14199,-8
14200,-8
14201,0
14202,-8
14203,1
14204,6
14205,-6
14206,-8
14207,-9
14208,2
14209,7
14210,4
14211,0
14212,-1
14213,-5
14214,-8
14215,-10
14216,-7
14217,8
14218,0
14219,1
14220,-5
14221,-1
14222,4
14223,-9
14224,6
14225,-7
14226,8
14227,-2
14228,-10
14229,5
14230,8
14231,-9
14232,9
14233,9
14234,-9
14235,2
14236,-1
14237,-8
14238,6
14239,8
14240,9
14241,-1
14242,10
14243,3
14244,3
14245,-10
14246,2
14247,-6
14248,9
14249,-8
14250,-2
14251,6
14252,6
14253,-3
14254,-9
14255,6
14256,0
14257,-5
14258,4
14259,-5
14260,-10
14261,-7
14262,10
14263,8
14264,-4
14265,-2
14266,-6
14267,9
14268,8
14269,6
14270,-6
14271,-4
14272,7
14273,4
14274,1
14275,7
14276,10
14277,-9
14278,-7
14279,-10
14280,-2
14281,-3
14282,8
14283,8
14284,-7
14285,5
14286,10
14287,8
14288,-8
14289,-6
14290,1
14291,1
14292,-9
14293,8
14294,-3
14295,8
14296,-6
14297,-5
14298,-4
14299,4
14300,-7
14301,-7
14302,6
14303,3
14304,4
14305,-2
14306,-10
14307,6
14308,-3
14309,-7
14310,-6
14311,-1
14312,1
14313,0
14314,-8
14315,5
14316,-5
14317,8
14318,4
14319,-9
14320,-2
14321,1
14322,1
14323,-5
14324,4
14325,-1
14326,-7
14327,8
14328,0
14329,-1
14330,10
14331,0
14332,-6
14333,-3
14334,8
14335,9
14336,-3
14337,9
14338,10
14339,2
14340,-10
14341,-1
14342,6
14343,-2
14344,2
14345,3
14346,-9
14347,-10
14348,-10
14349,5
14350,9
14351,-3
14352,8
14353,-9
14354,6
14355,-8
14356,6
14357,3
14358,-10
14359,-6
14360,10
14361,8
14362,-8
14363,-9
14364,0
14365,9
14366,-4
14367,6
14368,2
14369,7
14370,-4
14371,7
14372,0
14373,-5
14374,-4
14375,9
14376,9
14377,9
14378,2
14379,-4
14380,4
14381,-8
14382,-4
14383,5
14384,9
14385,-6
14386,-7
14387,9
14388,-3
14389,-8
14390,2
14391,9
14392,9
14393,-10
14394,-1
14395,-1
14396,6
14397,5
14398,-9
14399,5
14400,-4
14401,-4
14402,-10
14403,7
14404,-4
14405,-4
14406,-9
14407,-4
14408,-6
14409,10
14410,-3
14411,-9
14412,3
14413,-4
14414,-8
14415,-7
14416,-1
14417,-5
14418,8
14419,-4
14420,8
14421,5
14422,9
14423,-4
14424,2
14425,-9
14426,-10
14427,-6
14428,-6
14429,4
14430,1
14431,5
14432,-7
14433,5
14434,8
14435,10
14436,-3
14437,5
14438,3
14439,0
14440,-7
14441,-5
14442,-9
14443,7
14444,-6
14445,5
14446,9
14447,-7
14448,-10
14449,-5
14450,10
14451,8
14452,5
14453,3
14454,-2
14455,3
14456,9
14457,6
14458,4
14459,8
14460,10
14461,-10
14462,2
14463,-6
14464,3
14465,-2
14466,10
14467,-6
14468,-3
14469,-3
14470,10
14471,-9
14472,2
14473,1
14474,-6
14475,-10
14476,-4
14477,-9
14478,-3
14479,9
14480,10
14481,6
14482,-8
14483,-3
14484,3
14485,-9
14486,-9
14487,-10
14488,-9
14489,1
14490,1
14491,-9
14492,-7
14493,1
14494,-9
14495,6
14496,-4
14497,8
14498,4
14499,8
14500,-7
14501,8
14502,-2
14503,-7
14504,0
14505,-2
14506,-7
14507,8
14508,8
14509,5
14510,-7
14511,5
14512,7
14513,3
14514,4
14515,4
14516,-2
14517,-3
14518,10
14519,-9
14520,-3
14521,-5
14522,-2
14523,-1
14524,4
14525,-10
14526,4
14527,5
14528,-9
14529,-2
14530,8
14531,-8
14532,-1
14533,8
14534,7
14535,5
14536,4
14537,10
14538,4
14539,9
14540,-7
14541,-4
14542,-5
14543,-6
14544,1
14545,0
14546,4
14547,4
14548,6
14549,0
14550,10
14551,6
14552,10
14553,5
14554,2
14555,-9
14556,-1
14557,1
14558,7
14559,-1
14560,9
14561,-2
14562,0
14563,5
14564,-4
14565,-4
14566,5
14567,9
14568,6
14569,-3
14570,9
14571,-1
14572,-2
14573,-6
14574,-4
14575,-5
14576,-7
14577,9
14578,-9
14579,4
14580,8
14581,1
14582,5
14583,7
14584,10
14585,-1
14586,-3
14587,-5
14588,-2
14589,7
14590,-1
14591,-1
14592,2
14593,-7
14594,7
14595,-5
14596,7
14597,2
14598,10
14599,-5
14600,-9
14601,7
14602,1
14603,0
14604,1
14605,-1
14606,-10
14607,-3
14608,-9
14609,-4
14610,-3
14611,-8
14612,3
14613,10
14614,-4
14615,6
14616,-2
14617,5
14618,-10
14619,-6
14620,4
14621,10
14622,-7
14623,1
14624,0
14625,-6
14626,-4
14627,2
14628,4
14629,-10
14630,7
14631,-10
14632,1
14633,5
14634,2
14635,-5
14636,2
14637,-10
14638,-4
14639,1
14640,6
14641,-6
14642,0
14643,-6
14644,-7
14645,-1
14646,-2
14647,-1
14648,2
14649,10
14650,10
14651,10
14652,-5
14653,-9
14654,6
14655,0
14656,9
14657,-2
14658,4
14659,-4
14660,-10
14661,1
14662,9
14663,2
14664,1
14665,-7
14666,-3
14667,-7
14668,9
14669,9
14670,-2
14671,-6
14672,-10
14673,7
14674,-1
14675,1
14676,9
14677,-2
14678,-4
14679,7
14680,-4
14681,5
14682,-5
14683,-5
14684,-1
14685,1
14686,-1
14687,-3
14688,3
14689,2
14690,0
14691,-8
14692,3
14693,1
14694,4
14695,4
14696,2
14697,4
14698,-8
14699,0
14700,4
14701,-3
14702,6
14703,9
14704,5
14705,-2
14706,-6
14707,9
14708,-10
14709,2
14710,8
14711,3
14712,-10
14713,5
14714,-10
14715,-10
14716,-6
14717,8
14718,1
14719,6
14720,9
14721,-6
14722,-10
14723,-10
14724,-1
14725,1
14726,7
14727,8
14728,8
14729,2
14730,-3
14731,0
14732,-4
14733,-6
14734,8
14735,-1
14736,10
14737,-9
14738,-6
14739,3
14740,-6
14741,4
14742,2
14743,0
14744,9
14745,3
14746,4
14747,-1
14748,7
14749,-3
14750,-2
14751,-10
14752,6
14753,0
14754,2
14755,-6
14756,-10
14757,7
14758,-8
14759,-4
14760,-6
14761,-10
14762,7
14763,-7
14764,-3
14765,2
14766,9
14767,-6
14768,4
14769,-3
14770,3
14771,-6
14772,7
14773,7
14774,-3
14775,4
14776,1
14777,6
14778,10
14779,6
14780,-3
14781,8
14782,4
14783,-9
14784,-3
14785,1
14786,9
14787,3
14788,6
14789,-9
14790,-3
14791,-3
14792,-8
14793,-3
14794,10
14795,-1
14796,5
14797,-8
14798,-5
14799,-3
14800,-1
14801,7
14802,-1
14803,-4
14804,-8
14805,6
14806,4
14807,-7
14808,-4
14809,4
14810,-8
14811,2
14812,-4
14813,9
14814,8
14815,1
14816,-10
14817,-8
14818,5
14819,-1
14820,-7
14821,5
14822,-9
14823,2
14824,0
14825,-7
14826,-3
14827,-9
14828,-6
14829,-3
14830,9
14831,-8
14832,10
14833,-9
14834,-2
14835,-10
14836,2
14837,-10
14838,0
14839,3
14840,-4
14841,-7
14842,2
14843,8
14844,-9
14845,-8
14846,3
14847,-6
14848,-10
14849,-9
14850,-6
14851,-3
14852,-3
14853,0
14854,-4
14855,-5
14856,3
14857,-1
14858,-3
14859,-10
14860,-8
14861,-8
14862,2
14863,8
14864,6
14865,-5
14866,4
14867,-1
14868,7
14869,8
14870,7
14871,1
14872,10
14873,-2
14874,10
14875,-7
14876,-3
14877,9
14878,8
14879,7
14880,-5
14881,3
14882,4
14883,5
14884,6
14885,-9
14886,0
14887,-9
14888,3
14889,-3
14890,3
14891,2
14892,1
14893,2
14894,-9
14895,-5
14896,-6
14897,-5
14898,-2
14899,-2
14900,-5
14901,-5
14902,-8
14903,6
14904,-6
14905,3
14906,3
14907,6
14908,9
14909,-4
14910,-9
14911,-10
14912,5
14913,-1
14914,-3
14915,-1
14916,-7
14917,-9
14918,-1
14919,-10
14920,0
14921,-7
14922,3
14923,-2
14924,-5
14925,-5
14926,-10
14927,8
14928,7
14929,8
14930,-10
14931,-2
14932,6
14933,3
14934,-8
14935,10
14936,-10
14937,-7
14938,-3
14939,-5
14940,5
14941,-1
14942,-8
14943,-5
14944,-8
14945,9
14946,4
14947,-5
14948,4
14949,2
14950,4
14951,4
14952,0
14953,-3
14954,6
14955,4
14956,9
14957,8
14958,-3
14959,9
14960,3
14961,4
14962,5
14963,4
14964,0
14965,3
14966,7
14967,8
14968,8
14969,-7
14970,2
14971,3
14972,-6
14973,2
14974,-4
14975,5
14976,10
14977,-4
14978,-7
14979,7
14980,7
14981,8
14982,-2
14983,6
14984,-10
14985,-9
14986,-6
14987,6
14988,8
14989,10
14990,6
14991,-8
14992,2
14993,4
14994,-8
14995,-9
14996,4
14997,-7
14998,-8
14999,1
15000,-2
15001,7
15002,-3
15003,-1
15004,9
15005,6
15006,-10
15007,7
15008,8
15009,-10
15010,-8
15011,6
15012,-9
15013,2
15014,1
15015,-2
15016,5
15017,-7
15018,8
15019,-3
15020,-9
15021,1
15022,-6
15023,-4
15024,-3
15025,-1
15026,-7
15027,5
15028,-2
15029,0
15030,-8
15031,8
15032,-9
15033,-1
15034,-7
15035,4
15036,2
15037,-6
15038,0
15039,-10
15040,10
15041,10
15042,-9
15043,5
15044,-7
15045,-7
15046,-3
15047,-2
15048,4
15049,7
15050,-1
15051,2
15052,-10
15053,9
15054,1
15055,-9
15056,-8
15057,1
15058,-6
15059,6
15060,-5
15061,-1
15062,5
15063,-6
15064,5
15065,-3
15066,-3
15067,9
15068,0
15069,-1
15070,-7
15071,-4
15072,-3
15073,10
15074,-9
15075,9
15076,-9
15077,8
15078,-10
15079,-8
15080,-6
15081,10
15082,7
15083,-7
15084,4
15085,-6
15086,5
15087,-10
15088,4
15089,-9
15090,0
15091,-9
15092,-3
15093,3
15094,-10
15095,5
15096,-10
15097,9
15098,3
15099,4
15100,-5
15101,-3
15102,-7
15103,2
15104,-1
15105,-9
15106,8
15107,7
15108,1
15109,0
15110,-8
15111,-8
15112,3
15113,-3
15114,-1
15115,-10
15116,-4
15117,2
15118,-7
15119,-8
15120,9
15121,5
15122,9
15123,8
15124,-5
15125,4
15126,8
15127,-3
15128,-9
15129,5
15130,4
15131,-7
15132,-10
15133,6
15134,6
15135,3
15136,1
15137,2
15138,-4
15139,5
15140,-2
15141,-9
15142,5
15143,10
15144,-2
15145,0
15146,-1
15147,-5
15148,-8
15149,-4
15150,6
15151,4
15152,-3
15153,-8
15154,1
15155,-5
15156,-5
15157,0
15158,-1
15159,5
15160,8
15161,4
15162,5
15163,7
15164,-6
15165,-1
15166,-9
15167,-8
15168,1
15169,-6
15170,1
15171,-1
15172,-1
15173,-10
15174,-8
15175,-4
15176,6
15177,9
15178,-8
15179,2
15180,9
15181,7
15182,-4
15183,6
15184,-2
15185,-2
15186,-1
15187,8
15188,3
15189,3
15190,-9
15191,2
15192,-8
15193,7
15194,7
15195,10
15196,10
15197,-5
15198,5
15199,8
15200,4
15201,-7
15202,4
15203,-1
15204,-4
15205,-3
15206,-7
15207,5
15208,-1
15209,-2
15210,-1
15211,4
15212,2
15213,-5
15214,0
15215,6
15216,9
15217,-2
15218,-7
15219,-6
15220,-6
15221,4
15222,4
15223,9
15224,1
15225,2
15226,9
15227,3
15228,10
15229,5
15230,9
15231,6
15232,4
15233,1
15234,-9
15235,9
15236,3
15237,-10
15238,5
15239,6
15240,-3
15241,0
15242,1
15243,7
15244,10
15245,-1
15246,-3
15247,9
15248,-4
15249,5
15250,-10
15251,3
15252,7
15253,-6
15254,-4
15255,-3
15256,9
15257,-9
15258,-2
15259,6
15260,-9
15261,2
15262,3
15263,1
15264,-6
15265,-2
15266,8
15267,-1
15268,9
15269,-1
15270,-4
15271,6
15272,5
15273,-10
15274,-6
15275,10
15276,-1
15277,9
15278,9
15279,5
15280,4
15281,5
15282,7
15283,-9
15284,-3
15285,1
15286,9
15287,2
15288,10
15289,-3
15290,5
15291,-10
15292,2
15293,-3
15294,-9
15295,-6
15296,8
15297,-6
15298,4
15299,4
15300,-8
15301,5
15302,2
15303,9
15304,0
15305,-8
15306,6
15307,8
15308,-9
15309,8
15310,5
15311,-1
15312,-9
15313,-4
15314,2
15315,1
15316,5
15317,10
15318,-4
15319,8
15320,4
15321,1
15322,-5
15323,0
15324,3
15325,3
15326,-3
15327,8
15328,10
15329,9
15330,-6
15331,-3
15332,6
15333,10
15334,3
15335,0
15336,-2
15337,-2
15338,-8
15339,-2
15340,-2
15341,-5
15342,9
15343,3
15344,5
15345,10
15346,8
15347,-1
15348,-8
15349,7
15350,-3
15351,-5
15352,-3
15353,4
15354,5
15355,7
15356,3
15357,4
15358,8
15359,-2
15360,3
15361,-6
15362,-7
15363,5
15364,-7
15365,-8
15366,8
15367,-10
15368,2
15369,8
15370,2
15371,3
15372,-2
15373,8
15374,9
15375,6
15376,-9
15377,-7
15378,0
15379,0
15380,4
15381,8
15382,3
15383,-6
15384,-7
15385,-6
15386,-4
15387,3
15388,-6
15389,9
15390,1
15391,1
15392,10
15393,-5
15394,6
15395,1
15396,-8
15397,2
15398,-6
15399,-3
15400,-5
15401,-1
15402,-4
15403,3
15404,-6
15405,8
15406,-4
15407,3
15408,2
15409,-9
15410,-5
15411,4
15412,4
15413,9
15414,-10
15415,0
15416,10
15417,-3
15418,4
15419,-2
15420,-3
15421,-2
15422,-2
15423,-8
15424,-9
15425,5
15426,-7
15427,6
15428,7
15429,-4
15430,2
15431,5
15432,-4
15433,-3
15434,6
15435,9
15436,-8
15437,8
15438,-5
15439,5
15440,-4
15441,8
15442,3
15443,5
15444,-7
15445,-5
15446,-8
15447,1
15448,-6
15449,9
15450,-3
15451,4
15452,-5
15453,3
15454,-5
15455,7
15456,5
15457,-8
15458,1
15459,-1
15460,-7
15461,8
15462,-9
15463,-8
15464,2
15465,-8
15466,9
15467,5
15468,7
15469,-6
15470,-2
15471,2
15472,9
15473,1
15474,3
15475,0
15476,4
15477,-10
15478,-2
15479,-9
15480,8
15481,-3
15482,5
15483,6
15484,7
15485,-10
15486,8
15487,-3
15488,-8
15489,-10
15490,7
15491,-4
15492,10
15493,-1
15494,-2
15495,5
15496,8
15497,9
15498,-2
15499,4
15500,2
15501,0
15502,3
15503,1
15504,8
15505,7
15506,10
15507,-8
15508,-2
15509,6
15510,3
15511,9
15512,3
15513,2
15514,-4
15515,6
15516,8
15517,3
15518,-1
15519,8
15520,-8
15521,-4
15522,-6
15523,-1
15524,-3
15525,6
15526,-10
15527,0
15528,10
15529,4
15530,-5
15531,-9
15532,1
15533,-4
15534,1
15535,3
15536,-9
15537,-4
15538,-5
15539,6
15540,-5
15541,-4
15542,4
15543,-3
15544,-3
15545,-2
15546,7
15547,-2
15548,-9
15549,-4
15550,-1
15551,-6
15552,1
15553,-9
15554,-1
15555,-6
15556,6
15557,1
15558,2
15559,7
15560,3
15561,10
15562,-9
15563,-6
15564,3
15565,9
15566,5
15567,9
15568,2
15569,-9
15570,10
15571,-5
15572,0
15573,7
15574,9
15575,3
15576,9
15577,8
15578,-2
15579,0
15580,4
15581,6
15582,-10
15583,6
15584,6
15585,-6
15586,-10
15587,-10
15588,8
15589,10
15590,4
15591,9
15592,-1
15593,10
15594,-4
15595,-5
15596,-3
15597,-4
15598,2
15599,-1
15600,-5
15601,-8
15602,4
15603,9
15604,10
15605,-4
15606,-10
15607,-1
15608,-4
15609,1
15610,-2
15611,9
15612,-2
15613,8
15614,-1
15615,-7
15616,3
15617,4
15618,8
15619,-6
15620,-10
15621,-4
15622,2
15623,4
15624,-4
15625,3
15626,9
15627,5
15628,-7
15629,-8
15630,-7
15631,-4
15632,9
15633,-8
15634,-5
15635,4
15636,-5
15637,-10
15638,-1
15639,-7
15640,4
15641,6
15642,4
15643,2
15644,0
15645,-6
15646,3
15647,1
15648,3
15649,-4
15650,-5
15651,3
15652,-10
15653,7
15654,-6
15655,-1
15656,2
15657,6
15658,2
15659,-9
15660,2
15661,-9
15662,-1
15663,-3
15664,4
15665,-5
15666,7
15667,9
15668,8
15669,-1
15670,2
15671,1
15672,-4
15673,-6
15674,0
15675,0
15676,-7
15677,-3
15678,-7
15679,5
15680,-7
15681,-4
15682,0
15683,-8
15684,1
15685,3
15686,2
15687,-3
15688,0
15689,-6
15690,10
15691,2
15692,-5
15693,10
15694,-4
15695,9
15696,-6
15697,8
15698,-8
15699,9
15700,9
15701,7
15702,-2
15703,-9
